dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size_bytes,size,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi,nemar_citation_count
ds005410,81,81,1,Visual,Affect,Healthy,0.0,21213480734,19.8 GB,openneuro,Semantic_conditioning,eeg,"[{""val"": 63, ""count"": 81}]","[{""val"": 1000.0, ""count"": 81}]",CC0,doi:10.18112/openneuro.ds005410.v1.0.1,1.0
ds005411,47,193,1,Visual,Memory,Epilepsy,0.0,168961242901,157.4 GB,openneuro,Free Recall of Word Lists with Repeated Items,ieeg,"[{""val"": 120, ""count"": 12}, {""val"": 118, ""count"": 10}, {""val"": 109, ""count"": 9}, {""val"": 153, ""count"": 7}, {""val"": 168, ""count"": 7}, {""val"": 122, ""count"": 6}, {""val"": 116, ""count"": 6}, {""val"": 126, ""count"": 6}, {""val"": 110, ""count"": 6}, {""val"": 182, ""count"": 5}, {""val"": 106, ""count"": 5}, {""val"": 192, ""count"": 4}, {""val"": 115, ""count"": 4}, {""val"": 169, ""count"": 4}, {""val"": 211, ""count"": 4}, {""val"": 108, ""count"": 4}, {""val"": 200, ""count"": 4}, {""val"": 167, ""count"": 4}, {""val"": 134, ""count"": 4}, {""val"": 155, ""count"": 4}, {""val"": 152, ""count"": 4}, {""val"": 133, ""count"": 3}, {""val"": 132, ""count"": 3}, {""val"": 105, ""count"": 3}, {""val"": 127, ""count"": 3}, {""val"": 141, ""count"": 3}, {""val"": 121, ""count"": 3}, {""val"": 184, ""count"": 2}, {""val"": 166, ""count"": 2}, {""val"": 44, ""count"": 2}, {""val"": 55, ""count"": 2}, {""val"": 186, ""count"": 2}, {""val"": 213, ""count"": 2}, {""val"": 187, ""count"": 2}, {""val"": 99, ""count"": 2}, {""val"": 173, ""count"": 2}, {""val"": 181, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 160, ""count"": 2}, {""val"": 94, ""count"": 2}, {""val"": 195, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 84, ""count"": 2}, {""val"": 154, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 230, ""count"": 1}, {""val"": 107, ""count"": 1}, {""val"": 159, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 138, ""count"": 1}, {""val"": 236, ""count"": 1}, {""val"": 123, ""count"": 1}, {""val"": 158, ""count"": 1}, {""val"": 210, ""count"": 1}, {""val"": 202, ""count"": 1}, {""val"": 128, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 232, ""count"": 1}, {""val"": 176, ""count"": 1}, {""val"": 165, ""count"": 1}, {""val"": 218, ""count"": 1}, {""val"": 239, ""count"": 1}, {""val"": 104, ""count"": 1}, {""val"": 142, ""count"": 1}, {""val"": 119, ""count"": 1}, {""val"": 215, ""count"": 1}, {""val"": 129, ""count"": 1}]","[{""val"": 1000.0, ""count"": 150}, {""val"": 2048.0, ""count"": 21}, {""val"": 2000.0, ""count"": 10}, {""val"": 512.0, ""count"": 8}, {""val"": 1024.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds005411.v1.0.0,0.0
ds005415,13,13,1,Multisensory,Perception,Epilepsy,0.0,8015284412,7.5 GB,openneuro,Numbers,ieeg,"[{""val"": 182, ""count"": 2}, {""val"": 228, ""count"": 1}, {""val"": 230, ""count"": 1}, {""val"": 210, ""count"": 1}, {""val"": 194, ""count"": 1}, {""val"": 246, ""count"": 1}, {""val"": 188, ""count"": 1}, {""val"": 266, ""count"": 1}, {""val"": 192, ""count"": 1}, {""val"": 224, ""count"": 1}, {""val"": 202, ""count"": 1}, {""val"": 200, ""count"": 1}]","[{""val"": 1000.0, ""count"": 10}, {""val"": 2000.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds005415.v1.0.0,1.0
ds005416,23,23,1,Visual,Resting-state,Healthy,0.0,22869324774,21.3 GB,openneuro,Fatigue Characterization of EEG under Mixed Reality Stereo Vision,eeg,"[{""val"": 64, ""count"": 23}]","[{""val"": 1000.0, ""count"": 23}]",CC0,doi:10.18112/openneuro.ds005416.v1.0.1,0.0
ds005420,37,72,2,Unknown,Unknown,Unknown,0.0,390188994,372.1 MB,openneuro,Resting state EEG with closed eyes and open eyes in females from 60 to 80 years old,eeg,"[{""val"": 20, ""count"": 72}]","[{""val"": 500.0, ""count"": 72}]",CC0,doi:10.18112/openneuro.ds005420.v1.0.0,0.0
ds005429,15,61,3,Auditory,Attention,Healthy,0.0,17684554701,16.5 GB,openneuro,"Auditory oddball comparison (Optimum-1, Learning-oddball, and the local–global paradigm)",eeg,"[{""val"": 64, ""count"": 61}]","[{""val"": 2500.0, ""count"": 57}, {""val"": 5000.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds005429.v1.0.0,0.0
ds005448,13,18,1,Other,Clinical/Intervention,Epilepsy,0.0,48025611704,44.7 GB,openneuro,STReEF,ieeg,"[{""val"": 133, ""count"": 14}, {""val"": 109, ""count"": 2}, {""val"": 95, ""count"": 1}, {""val"": 161, ""count"": 1}]","[{""val"": 2048.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds005448.v1.0.0,
ds005473,29,58,1,Unknown,Unknown,Unknown,0.0,6637997774,6.2 GB,openneuro,29 By BP,eeg,"[{""val"": 64, ""count"": 58}]","[{""val"": 1000.0, ""count"": 58}]",CC0,doi:10.18112/openneuro.ds005473.v1.0.0,
ds005486,159,445,1,Unknown,Unknown,Unknown,0.0,398401151423,371.0 GB,openneuro,PREDICT,eeg,"[{""val"": 66, ""count"": 445}]","[{""val"": 5000.0, ""count"": 399}, {""val"": 25000.0, ""count"": 46}]",CC0,doi:10.18112/openneuro.ds005486.v1.0.1,0.0
ds005489,37,154,1,Visual,Clinical/Intervention,Unknown,0.0,69728763972,64.9 GB,openneuro,Free Recall with Open-Loop Stimulation at Encoding,ieeg,"[{""val"": 100, ""count"": 12}, {""val"": 64, ""count"": 10}, {""val"": 141, ""count"": 9}, {""val"": 118, ""count"": 8}, {""val"": 96, ""count"": 8}, {""val"": 136, ""count"": 7}, {""val"": 109, ""count"": 7}, {""val"": 88, ""count"": 6}, {""val"": 68, ""count"": 6}, {""val"": 72, ""count"": 6}, {""val"": 87, ""count"": 4}, {""val"": 126, ""count"": 4}, {""val"": 75, ""count"": 4}, {""val"": 56, ""count"": 4}, {""val"": 110, ""count"": 4}, {""val"": 70, ""count"": 4}, {""val"": 93, ""count"": 3}, {""val"": 156, ""count"": 3}, {""val"": 76, ""count"": 3}, {""val"": 85, ""count"": 3}, {""val"": 74, ""count"": 3}, {""val"": 58, ""count"": 3}, {""val"": 120, ""count"": 3}, {""val"": 104, ""count"": 2}, {""val"": 124, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 134, ""count"": 2}, {""val"": 128, ""count"": 2}, {""val"": 80, ""count"": 2}, {""val"": 138, ""count"": 2}, {""val"": 99, ""count"": 2}, {""val"": 123, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 18, ""count"": 1}, {""val"": 163, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 20, ""count"": 1}, {""val"": 83, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 97, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 177, ""count"": 1}, {""val"": 16, ""count"": 1}]","[{""val"": 500.0, ""count"": 90}, {""val"": 1000.0, ""count"": 46}, {""val"": 1600.0, ""count"": 10}, {""val"": 513.0, ""count"": 4}, {""val"": 256.0, ""count"": 2}, {""val"": 499.7071, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005489.v1.0.3,0.0
ds005491,19,51,1,Visual,Memory,Unknown,0.0,24202629465,22.5 GB,openneuro,Categorized Free Recall with Open-Loop Stimulation at Encoding,ieeg,"[{""val"": 64, ""count"": 5}, {""val"": 126, ""count"": 5}, {""val"": 88, ""count"": 4}, {""val"": 85, ""count"": 3}, {""val"": 93, ""count"": 3}, {""val"": 113, ""count"": 2}, {""val"": 163, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 155, ""count"": 2}, {""val"": 133, ""count"": 2}, {""val"": 116, ""count"": 2}, {""val"": 119, ""count"": 1}, {""val"": 72, ""count"": 1}, {""val"": 68, ""count"": 1}, {""val"": 92, ""count"": 1}, {""val"": 96, ""count"": 1}, {""val"": 127, ""count"": 1}, {""val"": 177, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 78, ""count"": 1}, {""val"": 128, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 110, ""count"": 1}, {""val"": 70, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 115, ""count"": 1}, {""val"": 130, ""count"": 1}, {""val"": 112, ""count"": 1}, {""val"": 16, ""count"": 1}]","[{""val"": 500.0, ""count"": 39}, {""val"": 1600.0, ""count"": 6}, {""val"": 999.0, ""count"": 4}, {""val"": 1000.0, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005491.v1.0.0,0.0
ds005494,20,51,1,Unknown,Unknown,Unknown,0.0,28279607081,26.3 GB,openneuro,Cued Recall of Paired Associates with Open-Loop Stimulation at Encoding or Retrieval,ieeg,"[{""val"": 100, ""count"": 4}, {""val"": 88, ""count"": 4}, {""val"": 68, ""count"": 3}, {""val"": 128, ""count"": 3}, {""val"": 177, ""count"": 3}, {""val"": 72, ""count"": 3}, {""val"": 141, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 114, ""count"": 2}, {""val"": 14, ""count"": 2}, {""val"": 85, ""count"": 2}, {""val"": 16, ""count"": 2}, {""val"": 84, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 93, ""count"": 1}, {""val"": 122, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 107, ""count"": 1}, {""val"": 102, ""count"": 1}, {""val"": 86, ""count"": 1}, {""val"": 110, ""count"": 1}, {""val"": 96, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 104, ""count"": 1}, {""val"": 119, ""count"": 1}, {""val"": 121, ""count"": 1}, {""val"": 138, ""count"": 1}, {""val"": 106, ""count"": 1}]","[{""val"": 500.0, ""count"": 35}, {""val"": 1000.0, ""count"": 16}]",CC0,doi:10.18112/openneuro.ds005494.v1.0.1,0.0
ds005505,136,1342,10,Visual,Clinical/Intervention,Development,0.0,110708612638,103.1 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 1,eeg,"[{""val"": 129, ""count"": 1342}]","[{""val"": 500.0, ""count"": 1342}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005505.v1.0.1,1.0
ds005506,150,1405,10,Visual,Clinical/Intervention,Development,0.0,120126392039,111.9 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 2,eeg,"[{""val"": 129, ""count"": 1405}]","[{""val"": 500.0, ""count"": 1405}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005506.v1.0.1,1.0
ds005507,184,1812,10,Visual,Clinical/Intervention,Development,0.0,149646643076,139.4 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 3,eeg,"[{""val"": 129, ""count"": 1812}]","[{""val"": 500.0, ""count"": 1812}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005507.v1.0.1,1.0
ds005508,324,3342,10,Visual,Clinical/Intervention,Development,0.0,246753616656,229.8 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 4,eeg,"[{""val"": 129, ""count"": 3342}]","[{""val"": 500.0, ""count"": 3342}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005508.v1.0.1,1.0
ds005509,330,3326,10,Visual,Clinical/Intervention,Development,0.0,240701002046,224.2 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 5,eeg,"[{""val"": 129, ""count"": 3326}]","[{""val"": 500.0, ""count"": 3326}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005509.v1.0.1,1.0
ds005510,135,1227,10,Visual,Clinical/Intervention,Development,0.0,97492911148,90.8 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 6,eeg,"[{""val"": 129, ""count"": 1227}]","[{""val"": 500.0, ""count"": 1227}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005510.v1.0.1,1.0
ds005512,257,2320,10,Multisensory,Clinical/Intervention,Development,0.0,168778412421,157.2 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 8,eeg,"[{""val"": 129, ""count"": 2320}]","[{""val"": 500.0, ""count"": 2320}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005512.v1.0.1,2.0
ds005514,295,2885,10,Visual,Clinical/Intervention,Development,0.0,198677619354,185.0 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 9,eeg,"[{""val"": 129, ""count"": 2885}]","[{""val"": 500.0, ""count"": 2885}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005514.v1.0.1,1.0
ds005515,533,2516,8,Visual,Clinical/Intervention,Development,0.0,172385562881,160.5 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 10,eeg,"[{""val"": 129, ""count"": 2516}]","[{""val"": 500.0, ""count"": 2516}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005515.v1.0.1,
ds005516,430,3397,8,Visual,Clinical/Intervention,Development,0.0,235310606952,219.2 GB,openneuro,Healthy Brain Network (HBN) EEG - Release 11,eeg,"[{""val"": 129, ""count"": 3397}]","[{""val"": 500.0, ""count"": 3397}]",CC-BY-SA 4.0,doi:10.18112/openneuro.ds005516.v1.0.1,
ds005520,23,69,3,Visual,Other,Healthy,0.0,47150724861,43.9 GB,openneuro,Research data supporting 'EEG recording during playing MOBA game',eeg,"[{""val"": 67, ""count"": 69}]","[{""val"": 1000.0, ""count"": 69}]",CC0,doi:10.18112/openneuro.ds005520.v1.0.1,0.0
ds005522,55,176,1,Visual,Memory,Unknown,0.0,115392336164,107.5 GB,openneuro,Spatial Navigation Memory of Object Locations,ieeg,"[{""val"": 133, ""count"": 8}, {""val"": 110, ""count"": 8}, {""val"": 88, ""count"": 7}, {""val"": 120, ""count"": 7}, {""val"": 72, ""count"": 6}, {""val"": 188, ""count"": 6}, {""val"": 173, ""count"": 6}, {""val"": 126, ""count"": 6}, {""val"": 108, ""count"": 5}, {""val"": 56, ""count"": 5}, {""val"": 46, ""count"": 4}, {""val"": 128, ""count"": 4}, {""val"": 127, ""count"": 4}, {""val"": 68, ""count"": 4}, {""val"": 112, ""count"": 4}, {""val"": 64, ""count"": 4}, {""val"": 144, ""count"": 3}, {""val"": 146, ""count"": 3}, {""val"": 92, ""count"": 3}, {""val"": 123, ""count"": 3}, {""val"": 186, ""count"": 3}, {""val"": 124, ""count"": 3}, {""val"": 50, ""count"": 3}, {""val"": 104, ""count"": 3}, {""val"": 182, ""count"": 3}, {""val"": 86, ""count"": 3}, {""val"": 160, ""count"": 2}, {""val"": 59, ""count"": 2}, {""val"": 180, ""count"": 2}, {""val"": 138, ""count"": 2}, {""val"": 163, ""count"": 2}, {""val"": 85, ""count"": 2}, {""val"": 75, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 111, ""count"": 2}, {""val"": 70, ""count"": 2}, {""val"": 130, ""count"": 2}, {""val"": 63, ""count"": 2}, {""val"": 170, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 166, ""count"": 2}, {""val"": 158, ""count"": 2}, {""val"": 118, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 90, ""count"": 1}, {""val"": 54, ""count"": 1}, {""val"": 151, ""count"": 1}, {""val"": 105, ""count"": 1}, {""val"": 109, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 149, ""count"": 1}, {""val"": 172, ""count"": 1}, {""val"": 122, ""count"": 1}, {""val"": 174, ""count"": 1}, {""val"": 76, ""count"": 1}, {""val"": 78, ""count"": 1}, {""val"": 178, ""count"": 1}, {""val"": 84, ""count"": 1}, {""val"": 165, ""count"": 1}, {""val"": 125, ""count"": 1}, {""val"": 177, ""count"": 1}, {""val"": 169, ""count"": 1}, {""val"": 136, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 60, ""count"": 1}, {""val"": 116, ""count"": 1}]","[{""val"": 1000.0, ""count"": 70}, {""val"": 500.0, ""count"": 61}, {""val"": 1600.0, ""count"": 26}, {""val"": 999.0, ""count"": 13}, {""val"": 2000.0, ""count"": 4}, {""val"": 1999.0, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005522.v1.0.0,0.0
ds005523,21,102,1,Visual,Memory,Surgery,0.0,74834541025,69.7 GB,openneuro,Spatial Memory of Object Locations with Open-Loop Stimulation at Encoding,ieeg,"[{""val"": 166, ""count"": 7}, {""val"": 144, ""count"": 7}, {""val"": 180, ""count"": 7}, {""val"": 182, ""count"": 7}, {""val"": 126, ""count"": 6}, {""val"": 156, ""count"": 5}, {""val"": 56, ""count"": 5}, {""val"": 50, ""count"": 5}, {""val"": 118, ""count"": 4}, {""val"": 109, ""count"": 4}, {""val"": 141, ""count"": 4}, {""val"": 68, ""count"": 3}, {""val"": 64, ""count"": 3}, {""val"": 133, ""count"": 3}, {""val"": 138, ""count"": 2}, {""val"": 87, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 120, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 123, ""count"": 2}, {""val"": 76, ""count"": 2}, {""val"": 85, ""count"": 2}, {""val"": 174, ""count"": 2}, {""val"": 94, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 163, ""count"": 1}, {""val"": 110, ""count"": 1}, {""val"": 173, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 188, ""count"": 1}, {""val"": 88, ""count"": 1}, {""val"": 143, ""count"": 1}, {""val"": 92, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 112, ""count"": 1}]","[{""val"": 1000.0, ""count"": 58}, {""val"": 1600.0, ""count"": 22}, {""val"": 500.0, ""count"": 18}, {""val"": 999.0, ""count"": 2}, {""val"": 499.7071, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005523.v1.0.1,0.0
ds005530,17,21,1,Multisensory,Sleep,Healthy,0.0,6949640968,6.5 GB,openneuro,Depotentiation of emotional reactivity using TMR during REM sleep,eeg,"[{""val"": 10, ""count"": 21}]","[{""val"": 500.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds005530.v1.0.9,0.0
ds005540,59,103,1,Visual,Affect,Healthy,0.0,50796471315,47.3 GB,openneuro,EmoEEG-MC: A Multi-Context Emotional EEG Dataset for Cross-Context Emotion Decoding,eeg,"[{""val"": 68, ""count"": 103}]","[{""val"": 600.0, ""count"": 95}, {""val"": 1200.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds005540.v1.0.7,0.0
ds005545,106,336,1,Auditory,Memory,Unknown,0.0,42905692557,40.0 GB,openneuro,Auditory naming,ieeg,"[{""val"": 128, ""count"": 237}, {""val"": 138, ""count"": 14}, {""val"": 136, ""count"": 11}, {""val"": 134, ""count"": 11}, {""val"": 140, ""count"": 8}, {""val"": 112, ""count"": 6}, {""val"": 110, ""count"": 6}, {""val"": 156, ""count"": 5}, {""val"": 142, ""count"": 5}, {""val"": 150, ""count"": 5}, {""val"": 164, ""count"": 4}, {""val"": 132, ""count"": 4}, {""val"": 144, ""count"": 4}, {""val"": 148, ""count"": 4}, {""val"": 118, ""count"": 3}, {""val"": 116, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 96, ""count"": 3}]","[{""val"": 1000.0, ""count"": 336}]",CC0,doi:10.18112/openneuro.ds005545.v1.0.3,0.0
ds005555,128,256,1,Unknown,Unknown,Unknown,0.0,35921406226,33.5 GB,openneuro,The Bitbrain Open Access Sleep (BOAS) dataset,eeg,"[{""val"": 9, ""count"": 96}, {""val"": 11, ""count"": 68}, {""val"": 14, ""count"": 25}, {""val"": 16, ""count"": 19}, {""val"": 3, ""count"": 18}, {""val"": 2, ""count"": 16}, {""val"": 8, ""count"": 9}, {""val"": 15, ""count"": 5}]","[{""val"": 256.0, ""count"": 256}]",CC0,doi:10.18112/openneuro.ds005555.v1.1.1,0.0
ds005557,16,58,1,Visual,Memory,Other,0.0,37243089880,34.7 GB,openneuro,Free Recall with Closed-Loop Stimulation at Encoding (Encoding Classifier),ieeg,"[{""val"": 110, ""count"": 7}, {""val"": 112, ""count"": 6}, {""val"": 76, ""count"": 5}, {""val"": 109, ""count"": 4}, {""val"": 126, ""count"": 4}, {""val"": 108, ""count"": 4}, {""val"": 127, ""count"": 3}, {""val"": 67, ""count"": 2}, {""val"": 70, ""count"": 2}, {""val"": 62, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 60, ""count"": 2}, {""val"": 97, ""count"": 2}, {""val"": 120, ""count"": 2}, {""val"": 83, ""count"": 2}, {""val"": 128, ""count"": 2}, {""val"": 125, ""count"": 1}, {""val"": 99, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 118, ""count"": 1}, {""val"": 121, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 136, ""count"": 1}]","[{""val"": 1000.0, ""count"": 58}]",CC0,doi:10.18112/openneuro.ds005557.v1.0.0,0.0
ds005558,7,22,1,Visual,Memory,Unknown,0.0,13091493612,12.2 GB,openneuro,Categorized Free Recall with Closed-Loop Stimulation at Encoding (Encoding Classifier),ieeg,"[{""val"": 126, ""count"": 3}, {""val"": 124, ""count"": 2}, {""val"": 128, ""count"": 2}, {""val"": 113, ""count"": 2}, {""val"": 114, ""count"": 2}, {""val"": 78, ""count"": 2}, {""val"": 68, ""count"": 2}, {""val"": 156, ""count"": 2}, {""val"": 122, ""count"": 1}, {""val"": 90, ""count"": 1}, {""val"": 56, ""count"": 1}, {""val"": 110, ""count"": 1}, {""val"": 64, ""count"": 1}]","[{""val"": 1000.0, ""count"": 22}]",CC0,doi:10.18112/openneuro.ds005558.v1.0.0,0.0
ds005565,24,24,1,Visual,Memory,Healthy,0.0,2816585202,2.6 GB,openneuro,"Neural associations between fingerspelling, print, and signs: An ERP priming study with deaf readers",eeg,"[{""val"": 32, ""count"": 24}]","[{""val"": 500.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds005565.v1.0.3,1.0
ds005571,24,45,2,Unknown,Unknown,Unknown,0.0,67959727373,63.3 GB,openneuro,Expectation of Conflict Stimuli,eeg,"[{""val"": 66, ""count"": 41}, {""val"": 67, ""count"": 4}]","[{""val"": 5000.0, ""count"": 45}]",CC0,doi:10.18112/openneuro.ds005571.v1.0.1,1.0
ds005574,9,9,1,Auditory,Other,Unknown,0.0,3483284760,3.2 GB,openneuro,"The ""Podcast"" ECoG dataset",ieeg,"[{""val"": 178, ""count"": 1}, {""val"": 174, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 138, ""count"": 1}, {""val"": 264, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 167, ""count"": 1}, {""val"": 91, ""count"": 1}, {""val"": 205, ""count"": 1}]","[{""val"": 512.0, ""count"": 8}, {""val"": 2048.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds005574.v1.0.2,
ds005586,23,23,1,Visual,Perception,Healthy,0.0,30422094662,28.3 GB,openneuro,Electroencephalographic responses to the number of objects in partially occluded and uncovered scenes,eeg,"[{""val"": 63, ""count"": 23}]","[{""val"": 1000.0, ""count"": 23}]",CC0,doi:10.18112/openneuro.ds005586.v2.0.0,1.0
ds005594,16,16,1,Unknown,Unknown,Unknown,0.0,11695588974,10.9 GB,openneuro,Alphabetic Decision Task (Arial Light Font),eeg,"[{""val"": 66, ""count"": 16}]","[{""val"": 1000.0, ""count"": 16}]",CC0,doi:10.18112/openneuro.ds005594.v1.0.3,1.0
ds005620,21,202,3,Anesthesia,Clinical/Intervention,Healthy,0.0,83002662733,77.3 GB,openneuro,A repeated awakening study exploring the capacity of complexity measures to capture dreaming during propofol sedation,eeg,"[{""val"": 64, ""count"": 132}, {""val"": 65, ""count"": 70}]","[{""val"": 5000.0, ""count"": 202}]",CC0,doi:10.18112/openneuro.ds005620.v1.0.0,0.0
ds005624,24,35,1,Unknown,Unknown,Unknown,0.0,14768426442,13.8 GB,openneuro,Color Change Detection Task,ieeg,"[{""val"": 74, ""count"": 4}, {""val"": 223, ""count"": 3}, {""val"": 172, ""count"": 3}, {""val"": 95, ""count"": 2}, {""val"": 162, ""count"": 2}, {""val"": 111, ""count"": 2}, {""val"": 152, ""count"": 2}, {""val"": 115, ""count"": 2}, {""val"": 151, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 205, ""count"": 1}, {""val"": 189, ""count"": 1}, {""val"": 191, ""count"": 1}, {""val"": 228, ""count"": 1}, {""val"": 173, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 118, ""count"": 1}, {""val"": 127, ""count"": 1}, {""val"": 128, ""count"": 1}, {""val"": 123, ""count"": 1}, {""val"": 166, ""count"": 1}]","[{""val"": 512.0, ""count"": 26}, {""val"": 1024.0, ""count"": 9}]",CC0,doi:10.18112/openneuro.ds005624.v1.0.0,0.0
ds005628,102,306,1,Multisensory,Attention,Healthy,0.0,664444547,633.7 MB,openneuro,Dataset of Visual and Audiovisual Stimuli in Virtual Reality from the Edzna Archaeological Site,eeg,"[{""val"": 8, ""count"": 306}]","[{""val"": 250.0, ""count"": 306}]",CC0,doi:10.18112/openneuro.ds005628.v1.0.0,
ds005642,21,21,1,Visual,Perception,Healthy,0.0,14838061051,13.8 GB,openneuro,illusory-face-eeg,eeg,"[{""val"": 68, ""count"": 21}]","[{""val"": 1024.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds005642.v1.0.1,
ds005648,21,21,1,Visual,Perception,Healthy,0.0,16672927073,15.5 GB,openneuro,Mapping object space dimensions: new insights from temporal dynamics,eeg,"[{""val"": 64, ""count"": 21}]","[{""val"": 2048.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds005648.v1.0.3,
ds005662,80,80,1,Visual,Perception,Healthy,0.0,115754787329,107.8 GB,openneuro,"A comprehensive EEG dataset for investigating
visual touch perception",eeg,"[{""val"": 65, ""count"": 80}]","[{""val"": 2048.0, ""count"": 80}]",CC0,doi:10.18112/openneuro.ds005662.v2.0.1,
ds005670,2,2,1,Resting State,Resting-state,Epilepsy,0.0,743242149,708.8 MB,openneuro,SEEG Resting State Recording,ieeg,"[{""val"": 186, ""count"": 1}, {""val"": 238, ""count"": 1}]","[{""val"": 2000.0, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005670.v1.0.0,0.0
ds005672,3,3,1,Visual,Memory,Unknown,0.0,4545640816,4.2 GB,openneuro,PerceiveImagine,eeg,"[{""val"": 69, ""count"": 2}, {""val"": 65, ""count"": 1}]","[{""val"": 1000.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds005672.v1.0.0,2.0
ds005688,20,89,5,Visual,Clinical/Intervention,Healthy,0.0,9036020603,8.4 GB,openneuro,visStim,eeg,"[{""val"": 5, ""count"": 86}, {""val"": 1, ""count"": 3}]","[{""val"": 10000.0, ""count"": 74}, {""val"": 20000.0, ""count"": 15}]",CC0,doi:10.18112/openneuro.ds005688.v1.0.1,0.0
ds005691,8,8,1,Multisensory,Attention,Other,0.0,758159062,723.0 MB,openneuro,SpinalExpect_Invasive,ieeg,"[{""val"": 7, ""count"": 7}, {""val"": 8, ""count"": 1}]","[{""val"": 2500.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds005691.v1.0.0,0.0
